
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,三民高中,1,0,0,0,2,0,3,1,0,0,3,0,0,10
,三重高中,0,0,0,0,1,1,1,0,0,0,2,0,0,5
,三重商工,112,1,2,0,5,3,3,5,25,5,27,0,0,188
,中和高中,0,0,1,1,3,0,5,1,1,0,5,0,1,18
,中華高中,2,1,2,0,4,2,1,1,11,0,4,0,2,30
,中華商海,0,0,0,0,0,0,0,0,3,0,0,0,0,3
,丹鳳高中,0,0,1,0,2,0,1,0,2,0,5,0,0,11
,北大高中,0,1,0,0,0,0,1,0,0,0,1,0,0,3
,永平高中,0,0,0,0,1,0,1,1,0,0,4,0,1,8
,石碇高中,10,0,0,0,0,0,1,1,1,0,2,0,0,15
,光仁高中,0,1,0,0,0,0,2,1,0,0,2,0,0,6
,光復高中,0,0,0,0,0,0,1,0,0,0,1,0,0,2
,光華高商進修學校,3,0,0,0,0,0,0,3,5,0,0,0,0,11
,安康高中,15,0,0,0,1,0,0,0,0,5,8,0,0,29
,竹林高中,1,0,0,0,1,0,0,0,0,2,1,0,0,5
,竹圍高中,0,0,0,0,0,0,0,1,1,0,4,0,0,6
,秀峰高中,0,0,0,0,1,0,0,2,1,1,3,0,0,8
,明德高中,0,0,0,0,4,1,1,3,3,0,3,0,0,15
,東海高中,5,1,1,0,4,0,3,3,33,1,12,0,1,64
,林口高中,0,1,1,0,0,0,2,1,2,0,7,0,1,15
,板橋高中,0,4,2,0,8,2,4,1,4,1,13,0,0,39
,金山高中,0,0,3,0,2,1,0,0,1,0,1,0,0,8
,南山高中,1,0,0,0,0,0,0,0,0,0,2,0,0,3
,南強工商,2,0,1,0,2,0,0,3,23,0,1,0,0,32
,恆毅高中,0,0,0,0,1,0,0,1,0,0,0,0,0,2
,徐匯高中,0,1,0,0,0,0,1,1,0,0,0,0,0,3
,時雨高中,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,格致高中,0,0,1,0,2,0,1,2,2,0,3,0,0,11
,泰山高中,2,0,4,0,3,0,4,7,16,1,15,0,0,52
,海山高中,0,3,1,0,1,0,2,2,3,0,4,0,0,16
,能仁家商,99,0,0,1,7,0,3,3,34,6,20,0,1,174
,崇光女中,0,0,0,0,1,0,0,1,0,0,0,0,0,2
,崇義高中,0,0,0,0,0,0,0,2,3,0,0,0,0,5
,康橋實驗高中,1,0,0,0,0,0,0,0,1,0,1,0,0,3
,淡水商工,99,2,6,1,3,1,3,4,44,11,29,0,0,203
,淡江高中,0,1,1,0,0,0,0,1,1,0,3,0,0,7
,清水高中,0,1,1,1,1,0,2,0,2,0,2,0,1,11
,清傳高商,2,0,0,0,1,0,0,0,2,0,0,0,0,5
,莊敬工家,10,3,1,0,4,0,4,3,43,0,8,0,1,77
,復興商工,0,2,10,0,4,1,2,11,34,2,15,0,1,82
,智光商工,12,0,3,1,3,0,1,6,34,1,24,0,0,85
,華僑高中,0,0,1,0,0,1,2,2,1,0,5,0,0,12
,開明工商,6,0,1,0,1,0,0,5,34,0,3,0,1,51
,新北高工,82,0,2,0,6,0,3,5,43,1,27,0,0,169
,新北高中,0,1,1,0,2,0,2,4,0,0,5,0,0,15
,新店高中,0,1,0,0,4,3,3,1,1,0,9,0,1,23
,新莊高中,0,2,1,0,5,0,6,0,1,1,11,0,1,28
,瑞芳高工,27,0,0,2,1,0,0,4,17,1,10,0,0,62
,穀保家商,46,0,6,1,7,1,2,4,47,6,15,0,2,137
,樹人家商,12,0,2,1,3,0,5,2,26,2,4,0,1,58
,樹林高中,12,1,1,0,2,0,2,1,0,7,5,0,0,31
,豫章工商,7,1,2,1,3,0,2,1,27,1,10,0,1,56
,醒吾高中,6,0,1,0,2,0,3,4,13,2,3,0,0,34
,錦和高中,0,0,1,0,0,0,2,0,0,0,5,0,0,8
,雙溪高中,1,0,0,0,0,0,0,0,1,0,0,0,0,2
,辭修高中,0,0,1,0,0,0,0,0,0,0,0,0,0,1
,鶯歌工商,69,2,3,1,1,0,3,5,24,5,32,0,1,146
,總計,645,31,65,11,110,17,88,110,570,62,379,0,18,2106
